user_id,age,signup_date,last_active_date,average_watch_hours,mobile_app_usage_pct,complaints_raised,received_promotions,referred_by_friend,is_churned,monthly_fee,tenure_days,is_loyal,gender_Male,gender_Other,subscription_type_Premium,subscription_type_Standard,country_France,country_Germany,country_India,country_UK,country_USA
1001,56,2/4/2025,7/13/2025,42.6,77.4,1,0,0,1,10.99,159,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1002,69,2/1/2023,7/13/2025,65.3,98,4,0,1,1,5.99,893,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1003,46,8/21/2022,7/13/2025,40.1,47.8,0,0,1,1,13.99,1057,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1004,32,9/14/2023,7/13/2025,5.8,53.2,1,1,1,1,13.99,668,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1005,60,7/29/2023,7/13/2025,32.7,16.8,5,0,1,0,9.99,715,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1006,25,6/25/2023,7/13/2025,40,24.7,1,0,1,0,13.99,749,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1007,38,2/15/2023,7/13/2025,57.8,83.9,0,0,1,0,14.99,879,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1008,56,12/20/2022,7/13/2025,9,35.6,5,0,1,0,14.99,936,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1009,36,5/30/2025,7/13/2025,11.6,82.7,1,0,1,0,9.99,44,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1010,40,7/11/2024,7/13/2025,21.5,70.9,5,1,1,0,6.99,367,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1011,28,11/26/2022,7/13/2025,21.7,17.7,0,0,0,0,9.99,960,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1012,28,1/16/2025,7/13/2025,58.7,50.7,0,1,1,0,5.99,178,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1013,41,4/29/2024,7/13/2025,20.4,67.7,5,1,1,0,14.99,440,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1014,53,1/9/2022,7/13/2025,50.8,23.5,2,0,1,0,13.99,1281,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1015,57,8/29/2022,7/13/2025,39.8,83.1,3,1,0,0,5.99,1049,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1016,41,6/12/2022,7/13/2025,46.1,54.5,1,1,0,0,9.99,1127,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1017,20,6/18/2023,7/13/2025,67.1,16.5,1,0,0,0,10.99,756,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1018,39,10/7/2023,7/13/2025,32.6,58.3,2,1,1,0,9.99,645,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1019,19,6/9/2024,7/13/2025,61.8,100,2,0,0,0,5.99,399,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1020,41,3/2/2025,7/13/2025,34.1,15.1,2,0,1,0,13.99,133,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1021,61,8/24/2022,7/13/2025,28.6,81.7,4,1,1,0,13.99,1054,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1022,47,1/12/2024,7/13/2025,76.7,20.7,4,1,1,0,9.99,548,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1023,55,5/18/2023,7/13/2025,15.2,78.2,5,0,1,0,5.99,787,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1024,19,4/18/2025,7/13/2025,7.7,73.5,4,1,0,0,13.99,86,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1025,38,7/7/2025,7/13/2025,61.8,30,0,0,1,0,13.99,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1026,50,6/11/2024,7/13/2025,5.9,32.6,5,1,0,0,9.99,397,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1027,29,4/25/2024,7/13/2025,67,79.3,1,1,1,0,13.99,444,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1028,39,6/21/2023,7/13/2025,35.3,46.1,3,1,0,0,9.99,753,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1029,61,10/6/2024,7/13/2025,73.3,73.1,0,0,0,1,5.99,280,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1030,42,1/14/2025,7/13/2025,57.9,14.8,1,0,0,0,9.99,180,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1031,66,9/19/2023,7/13/2025,49,85.3,1,1,1,1,13.99,663,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1032,44,7/24/2022,7/13/2025,76,71.1,5,0,0,0,13.99,1085,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1033,59,3/19/2023,7/13/2025,32,90.7,2,1,1,0,10.99,847,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1034,45,2/7/2025,7/13/2025,76.3,13.2,2,0,1,0,13.99,156,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1035,33,4/30/2024,7/13/2025,11.2,59.3,0,1,0,0,10.99,439,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1036,32,12/24/2023,7/13/2025,39,59.9,2,1,1,0,13.99,567,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1037,64,9/18/2023,7/13/2025,22,35.3,1,1,1,0,9.99,664,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1038,68,12/3/2023,7/13/2025,43.4,45.8,2,0,1,0,9.99,588,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1039,61,6/13/2023,7/13/2025,13.4,3.8,4,1,1,0,5.99,761,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1040,69,12/18/2023,7/13/2025,67.4,74.6,2,1,1,0,10.99,573,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1041,20,12/19/2022,7/13/2025,67.8,54.9,1,0,0,0,9.99,937,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1042,54,5/12/2022,7/13/2025,76.4,5.8,5,0,1,0,5.99,1158,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1043,68,2/24/2024,7/13/2025,12.8,68.1,0,0,1,0,13.99,505,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1044,24,11/12/2022,7/13/2025,50.1,46.7,3,0,1,0,9.99,974,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1045,38,1/22/2024,7/13/2025,38.2,3.4,2,1,1,1,9.99,538,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1046,26,12/30/2023,7/13/2025,27.9,97,1,1,0,1,5.99,561,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1047,56,5/2/2025,7/13/2025,28.4,94.9,3,1,1,0,9.99,72,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1048,35,8/28/2023,7/13/2025,33.3,51.3,3,0,0,0,9.99,685,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1049,21,9/19/2022,7/13/2025,56.5,9.4,4,0,0,1,5.99,1028,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1050,42,6/26/2024,7/13/2025,48.1,75.5,3,1,0,0,9.99,382,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1051,31,10/24/2024,7/13/2025,37,49.2,5,1,1,0,5.99,262,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1052,67,1/23/2023,7/13/2025,6.5,30.2,1,0,1,1,14.99,902,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1054,43,11/13/2022,7/13/2025,0.7,52.2,2,0,0,0,9.99,973,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1055,19,11/17/2024,7/13/2025,77.4,56.3,2,1,0,0,13.99,238,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1056,37,12/10/2023,7/13/2025,0.9,44.1,2,0,1,0,9.99,581,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Unknown,45,3/16/2025,7/13/2025,8.7,60.6,5,0,0,1,5.99,119,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1058,64,2/28/2025,7/13/2025,25.5,91.9,3,1,0,0,9.99,135,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1059,24,1/26/2024,7/13/2025,64.7,36.2,3,1,0,0,5.99,534,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1060,61,12/26/2024,7/13/2025,77,72.6,4,1,0,0,10.99,199,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1061,25,8/5/2023,7/13/2025,63.3,89.4,5,1,0,0,5.99,708,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1062,64,12/7/2025,7/13/2025,55.4,45.6,2,1,0,0,9.99,-147,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1063,52,10/30/2022,7/13/2025,41.9,44.3,0,0,0,0,13.99,987,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1064,31,9/23/2022,7/13/2025,7.4,60.2,4,1,0,1,5.99,1024,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1065,34,6/5/2025,7/13/2025,76.7,59.1,0,0,1,0,10.99,38,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1066,53,3/7/2023,7/13/2025,60.8,80.7,3,1,1,0,9.99,859,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
1067,67,6/10/2023,7/13/2025,51.3,47.6,4,0,0,0,5.99,764,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1068,57,11/14/2022,7/13/2025,60.8,99.6,4,0,0,0,13.99,972,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1069,21,10/7/2023,7/13/2025,58.1,5.9,1,0,0,1,13.99,645,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1070,19,12/17/2022,7/13/2025,51.2,0.3,3,0,0,0,6.99,939,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1071,23,2/24/2024,7/13/2025,78.5,64,3,0,0,1,5.99,505,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1072,59,9/18/2023,7/13/2025,72.3,29.8,5,1,0,0,10.99,664,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1073,21,6/17/2024,7/13/2025,51.9,24,4,0,1,0,9.99,391,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1074,46,3/27/2025,7/13/2025,55.6,31.2,3,1,1,0,13.99,108,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1075,35,1/31/2024,7/13/2025,4.6,25.6,4,0,0,0,13.99,529,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1076,43,3/23/2023,7/13/2025,53.8,3.1,5,0,1,0,13.99,843,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1077,61,9/2/2024,7/13/2025,4,97.2,5,0,1,1,5.99,314,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1078,51,1/16/2024,7/13/2025,47.3,22.1,1,1,0,0,6.99,544,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1079,27,4/6/2023,7/13/2025,79.9,73.4,4,0,1,1,5.99,829,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1080,53,5/20/2025,7/13/2025,44.7,76.3,3,1,0,0,13.99,54,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1081,31,1/9/2023,7/13/2025,38.1,92.9,3,0,1,0,14.99,916,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1082,48,8/7/2025,7/13/2025,25.4,3.1,4,0,1,0,14.99,-25,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1083,65,9/6/2025,7/13/2025,10.1,87.2,4,0,0,0,13.99,-55,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1084,32,4/15/2025,7/13/2025,58.6,52.7,4,0,1,0,5.99,89,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1085,25,1/11/2022,7/13/2025,15.8,63.3,2,1,0,0,9.99,1279,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
1086,31,2/14/2025,7/13/2025,9.7,64.4,3,0,1,0,6.99,149,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1087,40,3/26/2025,7/13/2025,34,82,5,1,1,1,10.99,109,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1088,57,5/4/2023,7/13/2025,63.7,33.3,3,1,1,0,10.99,801,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1089,38,10/20/2024,7/13/2025,59.7,73.3,2,1,0,1,6.99,266,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1090,33,7/29/2023,7/13/2025,4.9,52.9,4,1,0,1,5.99,715,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
